scientificName,assessmentId,internalTaxonId,Common_name,Synonyms_or_previous_lump,Original_rodent_attributed_IUCN,redlistCategory,redlistCriteria,Primary_causes,Rodent_primary,Rodent_only_primary,has_study,key,Rodent_attributed_final,Rodent_attribution_source
Siphonorhis americana,178420953,22689738,Jamaican Poorwill,Siphonorhis americanus,"Rattus rattus, Rattus norvegicus",Critically Endangered,D,"Rats, mongoose",1,0,No,Siphonorhis americana_Rattus norvegicus,Rattus norvegicus,Rodent attribution from IUCN.
Siphonorhis brewsteri,178049869,22689751,Least Poorwill,"","Rattus rattus, Rattus norvegicus",Near Threatened,C2a(i),Unknown,0,0,No,Siphonorhis brewsteri_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Siphonorhis brewsteri,178049869,22689751,Least Poorwill,"","Rattus rattus, Rattus norvegicus",Near Threatened,C2a(i),Unknown,0,0,No,Siphonorhis brewsteri_Rattus norvegicus,Rattus norvegicus,Rodent attribution from IUCN.
Spheniscus humboldti,182714418,22697817,Humboldt Penguin,"","Rattus rattus, Rattus norvegicus",Vulnerable,A2bcde+3bcde+4bcde,Unknown,0,0,Yes,Spheniscus humboldti_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Spheniscus humboldti,182714418,22697817,Humboldt Penguin,"","Rattus rattus, Rattus norvegicus",Vulnerable,A2bcde+3bcde+4bcde,Unknown,0,0,Yes,Spheniscus humboldti_Rattus norvegicus,Rattus norvegicus,Rodent attribution from IUCN.
Spheniscus mendiculus,182729677,22697825,Galapagos Penguin,"",Rattus,Endangered,"A2abce; B2ab(iii,v); C2a(ii)",Unknown,0,0,No,Spheniscus mendiculus_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Spheniscus mendiculus,182729677,22697825,Galapagos Penguin,"",Rattus,Endangered,"A2abce; B2ab(iii,v); C2a(ii)",Unknown,0,0,No,Spheniscus mendiculus_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Sterna striata,155620380,22694607,White-fronted Tern,"",Rattus,Near Threatened,A2ce+3ce+4ce,"Rats, cats, hedgehogs, stoats",1,0,No,Sterna striata_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Sterna striata,155620380,22694607,White-fronted Tern,"",Rattus,Near Threatened,A2ce+3ce+4ce,"Rats, cats, hedgehogs, stoats",1,0,No,Sterna striata_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Sterna striata,155620380,22694607,White-fronted Tern,"",Rattus,Near Threatened,A2ce+3ce+4ce,"Rats, cats, hedgehogs, stoats",1,0,No,Sterna striata_Rattus exulans,Rattus exulans,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Strigops habroptila,129751169,22685245,Kakapo,"","Rattus rattus, Rattus exulans",Critically Endangered,A2be,"Rats, cats, stoats",1,0,No,Strigops habroptila_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Strigops habroptila,129751169,22685245,Kakapo,"","Rattus rattus, Rattus exulans",Critically Endangered,A2be,"Rats, cats, stoats",1,0,No,Strigops habroptila_Rattus exulans,Rattus exulans,Rodent attribution from IUCN.
Synthliboramphus craveri,179078444,22694887,Craveri's Murrelet,Brachyramphus craveri,"Rattus, Mus musculus",Vulnerable,C2a(ii),"Rats, mice, cats",1,0,No,Synthliboramphus craveri_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Synthliboramphus craveri,179078444,22694887,Craveri's Murrelet,Brachyramphus craveri,"Rattus, Mus musculus",Vulnerable,C2a(ii),"Rats, mice, cats",1,0,No,Synthliboramphus craveri_Mus musculus,Mus musculus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Synthliboramphus hypoleucus,132673655,62101215,Guadalupe Murrelet,"",Rattus rattus,Endangered,"B2ab(iv,v)","Rats, cats",1,0,Yes,Synthliboramphus hypoleucus_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Synthliboramphus scrippsi,178995789,62101249,Scripps’s murrelet,Synthliboramphus hypoleucus scrippsi,"Rattus rattus, Mus musculus, Peromyscus maniculatus",Vulnerable,"B2ab(iv,v)","Rats, mice, deer mice, cats, foxes, owl",1,0,Yes,Synthliboramphus scrippsi_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Synthliboramphus scrippsi,178995789,62101249,Scripps’s murrelet,Synthliboramphus hypoleucus scrippsi,"Rattus rattus, Mus musculus, Peromyscus maniculatus",Vulnerable,"B2ab(iv,v)","Rats, mice, deer mice, cats, foxes, owl",1,0,Yes,Synthliboramphus scrippsi_Mus musculus,Mus musculus,Rodent attribution from IUCN.
Synthliboramphus scrippsi,178995789,62101249,Scripps’s murrelet,Synthliboramphus hypoleucus scrippsi,"Rattus rattus, Mus musculus, Peromyscus maniculatus",Vulnerable,"B2ab(iv,v)","Rats, mice, deer mice, cats, foxes, owl",1,0,Yes,Synthliboramphus scrippsi_Peromyscus maniculatus,Peromyscus maniculatus,Rodent attribution from IUCN.
Synthliboramphus wumizusume,132580332,22694899,Japanese Murrelet,"","Rattus norvegicus, Rattus",Vulnerable,C2a(ii),"Human hunting, fishing-bycatch",0,0,Yes,Synthliboramphus wumizusume_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Synthliboramphus wumizusume,132580332,22694899,Japanese Murrelet,"","Rattus norvegicus, Rattus",Vulnerable,C2a(ii),"Human hunting, fishing-bycatch",0,0,Yes,Synthliboramphus wumizusume_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Synthliboramphus wumizusume,132580332,22694899,Japanese Murrelet,"","Rattus norvegicus, Rattus",Vulnerable,C2a(ii),"Human hunting, fishing-bycatch",0,0,Yes,Synthliboramphus wumizusume_Rattus tanezumi,Rattus tanezumi,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Tachycineta euchrysea,152189168,22712086,Golden Swallow,Kalochelidon euchrysea,Rattus,Vulnerable,C2a(i),Habitat loss,0,0,No,Tachycineta euchrysea_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Tachycineta euchrysea,152189168,22712086,Golden Swallow,Kalochelidon euchrysea,Rattus,Vulnerable,C2a(i),Habitat loss,0,0,No,Tachycineta euchrysea_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Telespiza ultima,130854185,22720722,Nihoa Finch,"",Rattus rattus,Critically Endangered,B1ac(iv),Introduced insect,0,0,No,Telespiza ultima_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Thalassarche chlororhynchos,132645225,22698425,Atlantic Yellow-nosed Albatross,"",Mus musculus,Endangered,A4bd; B2ab(v),Fishing-bycatch,0,0,Yes,Thalassarche chlororhynchos_Mus musculus,Mus musculus,Rodent attribution from IUCN.
Thalassarche chrysostoma,132644834,22698398,Grey-headed Albatross,Diomedea chrysostoma,Mus musculus,Endangered,A4bd,Fishing-bycatch,0,0,Yes,Thalassarche chrysostoma_Mus musculus,Mus musculus,Rodent attribution from IUCN.
Thalasseus bernsteini,131118818,22694585,Chinese Crested Tern,Sterna bernsteini,Rattus,Critically Endangered,"C2a(i,ii); D",Human hunting,0,0,No,Thalasseus bernsteini_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Thalasseus bernsteini,131118818,22694585,Chinese Crested Tern,Sterna bernsteini,Rattus,Critically Endangered,"C2a(i,ii); D",Human hunting,0,0,No,Thalasseus bernsteini_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Thalasseus bernsteini,131118818,22694585,Chinese Crested Tern,Sterna bernsteini,Rattus,Critically Endangered,"C2a(i,ii); D",Human hunting,0,0,No,Thalasseus bernsteini_Rattus losea,Rattus losea,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Thalasseus elegans,178970750,22694552,Elegant Tern,Sterna elegans,Rattus,Near Threatened,D2,Fishing-prey loss,0,0,Yes,Thalasseus elegans_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Thalasseus elegans,178970750,22694552,Elegant Tern,Sterna elegans,Rattus,Near Threatened,D2,Fishing-prey loss,0,0,Yes,Thalasseus elegans_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Thinornis novaeseelandiae,214215381,22693899,Shore Plover,"",Rattus norvegicus,Endangered,D,"Rats, cats",1,0,No,Thinornis novaeseelandiae_Rattus norvegicus,Rattus norvegicus,Rodent attribution from IUCN.
Todiramphus gambieri,129640736,22683499,Tuamotu Kingfisher,"Halcyon gambieri ssp. gambieri,","Rattus rattus, Rattus exulans",Critically Endangered,"B1ab(iii,v); C2a(ii)",Cats,0,0,No,Todiramphus gambieri_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Todiramphus gambieri,129640736,22683499,Tuamotu Kingfisher,"Halcyon gambieri ssp. gambieri,","Rattus rattus, Rattus exulans",Critically Endangered,"B1ab(iii,v); C2a(ii)",Cats,0,0,No,Todiramphus gambieri_Rattus exulans,Rattus exulans,Rodent attribution from IUCN.
Todiramphus godeffroyi,149519891,22683487,Marquesas Kingfisher,"Halcyon godeffroyi, Todirhamphus godeffroyi","Rattus exulans, Rattus rattus",Critically Endangered,"B1ab(i,ii,iii,iv,v)",Introduced herbivores,0,0,No,Todiramphus godeffroyi_Rattus exulans,Rattus exulans,Rodent attribution from IUCN.
Todiramphus godeffroyi,149519891,22683487,Marquesas Kingfisher,"Halcyon godeffroyi, Todirhamphus godeffroyi","Rattus exulans, Rattus rattus",Critically Endangered,"B1ab(i,ii,iii,iv,v)",Introduced herbivores,0,0,No,Todiramphus godeffroyi_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Todiramphus pelewensis,216509802,22725870,Palau Kingfisher,"",Rattus,Near Threatened,B1ab(iii)+2ab(iii); D2,Unknown,0,0,No,Todiramphus pelewensis_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Todiramphus pelewensis,216509802,22725870,Palau Kingfisher,"",Rattus,Near Threatened,B1ab(iii)+2ab(iii); D2,Unknown,0,0,No,Todiramphus pelewensis_Rattus exulans,Rattus exulans,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Todiramphus tutus,156621538,22683479,Chattering Kingfisher,Todirhamphus tuta tuta,Rattus,Near Threatened,"B2ab(ii,iii,v); C2a(i)",Habitat loss,0,0,No,Todiramphus tutus_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Todiramphus tutus,156621538,22683479,Chattering Kingfisher,Todirhamphus tuta tuta,Rattus,Near Threatened,"B2ab(ii,iii,v); C2a(i)",Habitat loss,0,0,No,Todiramphus tutus_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Todiramphus tutus,156621538,22683479,Chattering Kingfisher,Todirhamphus tuta tuta,Rattus,Near Threatened,"B2ab(ii,iii,v); C2a(i)",Habitat loss,0,0,No,Todiramphus tutus_Rattus exulans,Rattus exulans,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Treron griveaudi,191512211,22728176,Comoro Green-pigeon,"",Rattus,Endangered,"B1ab(iii,v)+2ab(iii,v)","Habitat loss, human hunting",0,0,No,Treron griveaudi_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Tribonyx hodgenorum,119207810,62274163,Hodgen's Waterhen,"",Rattus exulans,Extinct,"","Rats, human hunting",1,0,No,Tribonyx hodgenorum_Rattus exulans,Rattus exulans,Rodent attribution from IUCN.
Turdus eremita,117286443,22708541,Tristan Thrush,Nesocichla eremita,Rattus rattus,Near Threatened,B1ab(v); C2a(i),Unknown,0,0,No,Turdus eremita_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Turdus xanthorhynchus,176239121,22736414,Principe Thrush,"",Rattus rattus,Critically Endangered,"B1ab(ii,iii,v); C2a(ii)",Habitat loss,0,0,No,Turdus xanthorhynchus_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Turnagra capensis,94026176,22705595,South Island Piopio,"",Rattus,Extinct,"",Rats,1,1,No,Turnagra capensis_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Turnagra capensis,94026176,22705595,South Island Piopio,"",Rattus,Extinct,"",Rats,1,1,No,Turnagra capensis_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Turnagra capensis,94026176,22705595,South Island Piopio,"",Rattus,Extinct,"",Rats,1,1,No,Turnagra capensis_Rattus exulans,Rattus exulans,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Turnagra tanagra,94997902,22728820,North Island Piopio,"",Rattus,Extinct,"","Rats, habitat loss, cats",1,0,No,Turnagra tanagra_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Turnagra tanagra,94997902,22728820,North Island Piopio,"",Rattus,Extinct,"","Rats, habitat loss, cats",1,0,No,Turnagra tanagra_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Turnagra tanagra,94997902,22728820,North Island Piopio,"",Rattus,Extinct,"","Rats, habitat loss, cats",1,0,No,Turnagra tanagra_Rattus exulans,Rattus exulans,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Uratelornis chimaera,193044857,22682969,Long-tailed Ground-roller,"",Rattus,Vulnerable,A2cde+3cde+4cde,Habitat loss,0,0,No,Uratelornis chimaera_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Uratelornis chimaera,193044857,22682969,Long-tailed Ground-roller,"",Rattus,Vulnerable,A2cde+3cde+4cde,Habitat loss,0,0,No,Uratelornis chimaera_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Vini kuhlii,93038207,22684630,Rimatara Lorikeet,"",Rattus rattus,Endangered,"B1ab(iii,v)","Habitat loss, hunting",0,0,No,Vini kuhlii_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Vini peruviana,198765127,22684641,Blue Lorikeet,"",Rattus rattus,Vulnerable,"B2ab(ii,iii,iv,v)",Rats,1,1,Yes,Vini peruviana_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Vini ultramarina,132055913,22684647,Ultramarine Lorikeet,"",Rattus rattus,Critically Endangered,B1ab(iii),Rats,1,1,Yes,Vini ultramarina_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Xenicus gilviventris,214186575,22698585,New Zealand Rockwren,"",Mus musculus,Endangered,A2ce+3ce+4ce,Stoats,0,0,Yes,Xenicus gilviventris_Mus musculus,Mus musculus,Rodent attribution from IUCN.
Zapornia monasa,93366211,22692708,Kosrae Crake,Porzana monasa,Rattus,Extinct,"",Rats,1,1,Yes,Zapornia monasa_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Zapornia monasa,93366211,22692708,Kosrae Crake,Porzana monasa,Rattus,Extinct,"",Rats,1,1,Yes,Zapornia monasa_Rattus exulans,Rattus exulans,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Zapornia palmeri,93363618,22692672,Laysan Rail,Porzana palmeri,Rattus,Extinct,"","Rats, rabbits, guinea pigs, extreme weather",1,0,No,Zapornia palmeri_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Zapornia palmeri,93363618,22692672,Laysan Rail,Porzana palmeri,Rattus,Extinct,"","Rats, rabbits, guinea pigs, extreme weather",1,0,No,Zapornia palmeri_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Zapornia palmeri,93363618,22692672,Laysan Rail,Porzana palmeri,Rattus,Extinct,"","Rats, rabbits, guinea pigs, extreme weather",1,0,No,Zapornia palmeri_Rattus exulans,Rattus exulans,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Zapornia sandwichensis,93364994,22692693,Hawaiian Rail,Porzana sandwichensis,Rattus,Extinct,"",Cats,0,0,No,Zapornia sandwichensis_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Zapornia sandwichensis,93364994,22692693,Hawaiian Rail,Porzana sandwichensis,Rattus,Extinct,"",Cats,0,0,No,Zapornia sandwichensis_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Zapornia sandwichensis,93364994,22692693,Hawaiian Rail,Porzana sandwichensis,Rattus,Extinct,"",Cats,0,0,No,Zapornia sandwichensis_Rattus exulans,Rattus exulans,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Zenaida graysoni,178409463,22690740,Socorro Dove,"",Mus musculus,Extinct in the Wild,"",Unknown,0,0,Yes,Zenaida graysoni_Mus musculus,Mus musculus,Rodent attribution from IUCN.
Zoothera atrigena,104353713,103879831,Bougainville Thrush,"",Rattus,Near Threatened,C1+2a(i),Unknown,0,0,No,Zoothera atrigena_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Zoothera atrigena,104353713,103879831,Bougainville Thrush,"",Rattus,Near Threatened,C1+2a(i),Unknown,0,0,No,Zoothera atrigena_Rattus exulans,Rattus exulans,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Zoothera margaretae,219617597,22708523,Makira Thrush,"",Rattus rattus,Near Threatened,B1b(iii),Habitat loss,0,0,No,Zoothera margaretae_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Zoothera terrestris,94163698,22708535,Bonin Thrush,"",Rattus,Extinct,"","Rats, cats",1,0,No,Zoothera terrestris_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Zoothera terrestris,94163698,22708535,Bonin Thrush,"",Rattus,Extinct,"","Rats, cats",1,0,No,Zoothera terrestris_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Zoothera turipavae,94981736,22728359,Guadalcanal Thrush,"",Rattus,Vulnerable,D1+2,"Rats, habitat loss, cats",1,0,No,Zoothera turipavae_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Zoothera turipavae,94981736,22728359,Guadalcanal Thrush,"",Rattus,Vulnerable,D1+2,"Rats, habitat loss, cats",1,0,No,Zoothera turipavae_Rattus exulans,Rattus exulans,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Zosterops albogularis,130968395,22714229,White-chested White-eye,"",Rattus rattus,Critically Endangered,"B1ab(v);C2a(i,ii);D",Rats,1,1,Yes,Zosterops albogularis_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Zosterops chloronothos,125581755,22714005,Mauritius Olive White-eye,"",Rattus,Critically Endangered,A3bce+4abce; C2a(ii),"Rats, introduced plant",1,0,Yes,Zosterops chloronothos_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Zosterops chloronothos,125581755,22714005,Mauritius Olive White-eye,"",Rattus,Critically Endangered,A3bce+4abce; C2a(ii),"Rats, introduced plant",1,0,Yes,Zosterops chloronothos_Rattus norvegicus,Rattus norvegicus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Zosterops modestus,177958015,22714018,Seychelles White-eye,"","Rattus rattus, Rattus norvegicus",Vulnerable,A2ace+4ace; D1+2,"Rats, myna, predation native bird",1,0,Yes,Zosterops modestus_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Zosterops modestus,177958015,22714018,Seychelles White-eye,"","Rattus rattus, Rattus norvegicus",Vulnerable,A2ace+4ace; D1+2,"Rats, myna, predation native bird",1,0,Yes,Zosterops modestus_Rattus norvegicus,Rattus norvegicus,Rodent attribution from IUCN.
Zosterops mouroniensis,94395989,22713976,Mount Karthala White-eye,"",Rattus,Vulnerable,D2,Volcano,0,0,No,Zosterops mouroniensis_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Zosterops rotensis,126656629,22714047,Rota White-eye,"",Rattus,Critically Endangered,"B1ab(i,ii,iii)+2ab(i,ii,iii)",Habitat loss,0,0,Yes,Zosterops rotensis_Rattus rattus,Rattus rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Zosterops rotensis,126656629,22714047,Rota White-eye,"",Rattus,Critically Endangered,"B1ab(i,ii,iii)+2ab(i,ii,iii)",Habitat loss,0,0,Yes,Zosterops rotensis_Rattus exulans,Rattus exulans,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.
Zosterops samoensis,94408375,22714258,Samoan White-eye,"",Rattus rattus,Vulnerable,D2,Habitat loss,0,0,No,Zosterops samoensis_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Zosterops strenuus,94406811,22714223,Robust White-eye,"",Rattus rattus,Extinct,"",Rats,1,1,Yes,Zosterops strenuus_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Zosterops tenuirostris,211535599,22714226,Slender-billed White-eye,"","Rattus exulans, Rattus rattus,Mus musculus",Vulnerable,C2a(ii),"Rats, habitat loss",1,0,Yes,Zosterops tenuirostris_Rattus exulans,Rattus exulans,Rodent attribution from IUCN.
Zosterops tenuirostris,211535599,22714226,Slender-billed White-eye,"","Rattus exulans, Rattus rattus,Mus musculus",Vulnerable,C2a(ii),"Rats, habitat loss",1,0,Yes,Zosterops tenuirostris_Rattus rattus,Rattus rattus,Rodent attribution from IUCN.
Zosterops tenuirostris,211535599,22714226,Slender-billed White-eye,"","Rattus exulans, Rattus rattus,Mus musculus",Vulnerable,C2a(ii),"Rats, habitat loss",1,0,Yes,Zosterops tenuirostris_Mus musculus,Mus musculus,Rodent attribution from IUCN.
